date,favored_team,underdog_team,spread
2021-02-19,Phoenix Suns,New Orleans Pelicans,3.5
2021-02-20,Los Angeles Lakers,Miami Heat,4.0
2021-02-20,Sacramento Kings,Chicago Bulls,2.0
2021-02-20,Portland Trail Blazers,Washington Wizards,5.0
2021-02-20,Golden State Warriors,Charlotte Hornets,2.5
2021-02-20,Phoenix Suns,Memphis Grizzlies,6.5
2021-02-21,Orlando Magic,Detroit Pistons,3.0
2021-02-21,New York Knicks,Minnesota Timberwolves,3.0
2021-02-21,Denver Nuggets,Atlanta Hawks,2.5
2021-02-21,LA Clippers,Brooklyn Nets,6.5
2021-02-21,Philadelphia 76ers,Toronto Raptors,3.0
2021-02-21,Milwaukee Bucks,Sacramento Kings,10.0
2021-02-21,Oklahoma City Thunder,Cleveland Cavaliers,3.0
2021-02-22,Utah Jazz,Charlotte Hornets,12.5
2021-02-22,Phoenix Suns,Portland Trail Blazers,6.0
2021-02-22,Los Angeles Lakers,Washington Wizards,7.0
2021-02-22,Chicago Bulls,Houston Rockets,1.0
2021-02-22,Dallas Mavericks,Memphis Grizzlies,5.0
2021-02-22,Miami Heat,Oklahoma City Thunder,7.5
2021-02-23,Orlando Magic,Detroit Pistons,4.5
2021-02-23,Atlanta Hawks,Cleveland Cavaliers,8.0
2021-02-23,Brooklyn Nets,Sacramento Kings,6.0
2021-02-23,Milwaukee Bucks,Minnesota Timberwolves,10.0
2021-02-23,Denver Nuggets,Portland Trail Blazers,6.0
2021-02-23,Boston Celtics,Dallas Mavericks,2.0
2021-02-23,Golden State Warriors,New York Knicks,4.0
2021-02-23,Philadelphia 76ers,Toronto Raptors,2.5
2021-02-23,LA Clippers,Washington Wizards,12.0
2021-02-24,Utah Jazz,Los Angeles Lakers,9.0
2021-02-24,Houston Rockets,Cleveland Cavaliers,4.0
2021-02-24,Boston Celtics,Atlanta Hawks,1.5
2021-02-24,San Antonio Spurs,Oklahoma City Thunder,1.0
2021-02-24,Miami Heat,Toronto Raptors,1.5
2021-02-24,Phoenix Suns,Charlotte Hornets,9.5
2021-02-24,Indiana Pacers,Golden State Warriors,2.0
2021-02-24,Chicago Bulls,Minnesota Timberwolves,4.5
2021-02-24,New Orleans Pelicans,Detroit Pistons,11.0
2021-02-25,New York Knicks,Sacramento Kings,1.0
2021-02-25,Denver Nuggets,Washington Wizards,7.5
2021-02-25,Milwaukee Bucks,New Orleans Pelicans,8.0
2021-02-25,LA Clippers,Memphis Grizzlies,8.0
2021-02-25,Philadelphia 76ers,Dallas Mavericks,5.0
2021-02-25,Brooklyn Nets,Orlando Magic,8.5
2021-02-26,Toronto Raptors,Houston Rockets,6.5
2021-02-26,Boston Celtics,Indiana Pacers,2.5
2021-02-26,Phoenix Suns,Chicago Bulls,6.5
2021-02-26,Atlanta Hawks,Oklahoma City Thunder,5.5
2021-02-26,Los Angeles Lakers,Portland Trail Blazers,5.0
2021-02-26,Sacramento Kings,Detroit Pistons,1.5
2021-02-26,Utah Jazz,Miami Heat,6.0
2021-02-26,Golden State Warriors,Charlotte Hornets,6.5
2021-02-26,LA Clippers,Memphis Grizzlies,7.5
2021-02-27,Philadelphia 76ers,Cleveland Cavaliers,11.5
2021-02-27,Washington Wizards,Minnesota Timberwolves,4.0
2021-02-27,Denver Nuggets,Oklahoma City Thunder,7.0
2021-02-27,Utah Jazz,Orlando Magic,9.5
2021-02-27,New York Knicks,Indiana Pacers,1.0
2021-02-27,New Orleans Pelicans,San Antonio Spurs,1.5
2021-02-27,Brooklyn Nets,Dallas Mavericks,1.0
2021-02-28,New York Knicks,Detroit Pistons,1.0
2021-02-28,Los Angeles Lakers,Golden State Warriors,3.0
2021-02-28,Phoenix Suns,Minnesota Timberwolves,10.5
2021-02-28,Boston Celtics,Washington Wizards,6.5
2021-02-28,Miami Heat,Atlanta Hawks,2.0
2021-02-28,Memphis Grizzlies,Houston Rockets,3.5
2021-02-28,Sacramento Kings,Charlotte Hornets,3.0
2021-03-01,Philadelphia 76ers,Indiana Pacers,3.5
2021-03-01,Brooklyn Nets,San Antonio Spurs,4.0
2021-03-01,Houston Rockets,Cleveland Cavaliers,2.0
2021-03-01,Denver Nuggets,Chicago Bulls,4.5
2021-03-01,Portland Trail Blazers,Charlotte Hornets,7.5
2021-03-01,Dallas Mavericks,Orlando Magic,7.0
2021-03-01,Utah Jazz,New Orleans Pelicans,7.0
2021-03-02,Milwaukee Bucks,Denver Nuggets,8.0
2021-03-02,Miami Heat,Atlanta Hawks,2.0
2021-03-02,LA Clippers,Boston Celtics,4.5
2021-03-02,New York Knicks,San Antonio Spurs,2.5
2021-03-02,Washington Wizards,Memphis Grizzlies,1.0
2021-03-02,Los Angeles Lakers,Phoenix Suns,1.0
2021-03-03,Sacramento Kings,Los Angeles Lakers,3.5
2021-03-03,Toronto Raptors,Detroit Pistons,7.5
2021-03-03,Indiana Pacers,Cleveland Cavaliers,7.0
2021-03-03,Atlanta Hawks,Orlando Magic,3.0
2021-03-03,New Orleans Pelicans,Chicago Bulls,6.0
2021-03-03,Dallas Mavericks,Oklahoma City Thunder,4.5
2021-03-03,Utah Jazz,Philadelphia 76ers,3.5
2021-03-03,Brooklyn Nets,Houston Rockets,10.0
2021-03-03,Charlotte Hornets,Minnesota Timberwolves,3.0
2021-03-03,Golden State Warriors,Portland Trail Blazers,2.0
2021-03-04,Milwaukee Bucks,Memphis Grizzlies,6.5
2021-03-04,Boston Celtics,Toronto Raptors,8.0
2021-03-04,LA Clippers,Washington Wizards,8.5
2021-03-04,New York Knicks,Detroit Pistons,7.0
2021-03-04,Denver Nuggets,Indiana Pacers,4.0
2021-03-04,Miami Heat,New Orleans Pelicans,1.5
2021-03-04,Portland Trail Blazers,Sacramento Kings,4.5
2021-03-04,Phoenix Suns,Golden State Warriors,11.5
2021-03-04,San Antonio Spurs,Oklahoma City Thunder,7.0
2021-03-10,Memphis Grizzlies,Washington Wizards,3.5
2021-03-10,Dallas Mavericks,San Antonio Spurs,4.0
2021-03-11,Brooklyn Nets,Boston Celtics,2.5
2021-03-11,Milwaukee Bucks,New York Knicks,10.5
2021-03-11,New Orleans Pelicans,Minnesota Timberwolves,8.0
2021-03-11,Charlotte Hornets,Detroit Pistons,4.5
2021-03-11,Atlanta Hawks,Toronto Raptors,3.0
2021-03-11,Miami Heat,Orlando Magic,9.0
2021-03-11,Chicago Bulls,Philadelphia 76ers,3.5
2021-03-11,Dallas Mavericks,Oklahoma City Thunder,1.5
2021-03-11,Phoenix Suns,Portland Trail Blazers,4.5
2021-03-11,Sacramento Kings,Houston Rockets,6.0
2021-03-11,LA Clippers,Golden State Warriors,7.0
2021-03-12,Denver Nuggets,Memphis Grizzlies,3.0
2021-03-12,Los Angeles Lakers,Indiana Pacers,4.5
2021-03-12,Miami Heat,Chicago Bulls,2.0
2021-03-12,Utah Jazz,Houston Rockets,18.5
2021-03-12,Philadelphia 76ers,Washington Wizards,4.5
2021-03-12,New Orleans Pelicans,Cleveland Cavaliers,7.0
2021-03-12,San Antonio Spurs,Orlando Magic,7.5
2021-03-13,Brooklyn Nets,Detroit Pistons,11.0
2021-03-13,Atlanta Hawks,Sacramento Kings,4.0
2021-03-13,Phoenix Suns,Indiana Pacers,7.0
2021-03-13,Portland Trail Blazers,Minnesota Timberwolves,5.0
2021-03-13,Charlotte Hornets,Toronto Raptors,2.5
2021-03-13,Milwaukee Bucks,Washington Wizards,13.0
2021-03-13,Dallas Mavericks,Denver Nuggets,2.0
2021-03-14,Boston Celtics,Houston Rockets,11.0
2021-03-14,LA Clippers,New Orleans Pelicans,6.0
2021-03-14,Chicago Bulls,Toronto Raptors,3.0
2021-03-14,Atlanta Hawks,Cleveland Cavaliers,5.5
2021-03-14,Portland Trail Blazers,Minnesota Timberwolves,5.0
2021-03-15,Brooklyn Nets,New York Knicks,8.5
2021-03-15,Denver Nuggets,Indiana Pacers,4.5
2021-03-15,Phoenix Suns,Memphis Grizzlies,7.5
2021-03-15,Los Angeles Lakers,Golden State Warriors,2.0
2021-03-15,LA Clippers,Dallas Mavericks,1.5
2021-03-15,San Antonio Spurs,Detroit Pistons,1.5
2021-03-16,Portland Trail Blazers,New Orleans Pelicans,2.0
2021-03-16,Miami Heat,Cleveland Cavaliers,10.5
2021-03-16,Utah Jazz,Boston Celtics,4.0
2021-03-16,Chicago Bulls,Oklahoma City Thunder,7.0
2021-03-16,Philadelphia 76ers,New York Knicks,7.0
2021-03-16,Los Angeles Lakers,Minnesota Timberwolves,7.5
2021-03-16,Atlanta Hawks,Houston Rockets,8.5
2021-03-17,Denver Nuggets,Charlotte Hornets,6.5
2021-03-17,LA Clippers,Dallas Mavericks,2.5
2021-03-17,Memphis Grizzlies,Miami Heat,2.0
2021-03-17,Boston Celtics,Cleveland Cavaliers,7.5
2021-03-17,Golden State Warriors,Houston Rockets,11.0
2021-03-17,Chicago Bulls,San Antonio Spurs,1.5
2021-03-18,Phoenix Suns,Minnesota Timberwolves,10.5
2021-03-18,Los Angeles Lakers,Charlotte Hornets,7.0
2021-03-18,Portland Trail Blazers,New Orleans Pelicans,1.0
2021-03-18,Atlanta Hawks,Oklahoma City Thunder,8.0
2021-03-18,New York Knicks,Orlando Magic,4.5
2021-03-19,Memphis Grizzlies,Golden State Warriors,6.5
2021-03-19,Brooklyn Nets,Orlando Magic,11.0
2021-03-19,Dallas Mavericks,Portland Trail Blazers,3.0
2021-03-19,Phoenix Suns,Minnesota Timberwolves,11.0
2021-03-19,Denver Nuggets,Chicago Bulls,7.0
2021-03-19,Miami Heat,Indiana Pacers,4.0
2021-03-19,Utah Jazz,Toronto Raptors,5.0
2021-03-19,Boston Celtics,Sacramento Kings,7.0
2021-03-19,San Antonio Spurs,Cleveland Cavaliers,5.0
2021-03-19,Houston Rockets,Detroit Pistons,2.0
2021-03-20,Philadelphia 76ers,Sacramento Kings,4.0
2021-03-20,Milwaukee Bucks,San Antonio Spurs,11.0
2021-03-20,LA Clippers,Charlotte Hornets,9.5
2021-03-20,Memphis Grizzlies,Golden State Warriors,6.5
2021-03-21,Philadelphia 76ers,New York Knicks,1.5
2021-03-21,Dallas Mavericks,Portland Trail Blazers,2.0
2021-03-21,Phoenix Suns,Los Angeles Lakers,10.0
2021-03-22,Sacramento Kings,Cleveland Cavaliers,4.5
2021-03-22,Milwaukee Bucks,Indiana Pacers,5.5
2021-03-22,Utah Jazz,Chicago Bulls,8.0
2021-03-22,LA Clippers,Atlanta Hawks,6.5
2021-03-22,Minnesota Timberwolves,Oklahoma City Thunder,5.0
2021-03-22,San Antonio Spurs,Charlotte Hornets,5.0
2021-03-22,Memphis Grizzlies,Boston Celtics,2.0
2021-03-22,Toronto Raptors,Houston Rockets,9.0
2021-03-23,New York Knicks,Washington Wizards,3.0
2021-03-23,New Orleans Pelicans,Los Angeles Lakers,6.0
2021-03-23,Philadelphia 76ers,Golden State Warriors,4.0
2021-03-23,Phoenix Suns,Miami Heat,2.0
2021-03-23,Portland Trail Blazers,Brooklyn Nets,4.0
2021-03-24,Dallas Mavericks,Minnesota Timberwolves,8.0
2021-03-24,Chicago Bulls,Cleveland Cavaliers,7.5
2021-03-24,Charlotte Hornets,Houston Rockets,4.0
2021-03-24,Denver Nuggets,Toronto Raptors,1.5
2021-03-24,Atlanta Hawks,Sacramento Kings,3.0
2021-03-24,LA Clippers,San Antonio Spurs,6.0
2021-03-24,Memphis Grizzlies,Oklahoma City Thunder,7.0
2021-03-24,Milwaukee Bucks,Boston Celtics,7.0
2021-03-24,Phoenix Suns,Orlando Magic,9.5
2021-03-24,Utah Jazz,Brooklyn Nets,11.0
2021-03-25,Sacramento Kings,Golden State Warriors,3.5
2021-03-25,New York Knicks,Washington Wizards,2.5
2021-03-25,Philadelphia 76ers,Los Angeles Lakers,5.5
2021-03-25,LA Clippers,San Antonio Spurs,2.0
2021-03-25,Portland Trail Blazers,Miami Heat,3.0
2021-03-26,Phoenix Suns,Toronto Raptors,3.5
2021-03-26,Milwaukee Bucks,Boston Celtics,5.5
2021-03-26,Denver Nuggets,New Orleans Pelicans,2.5
2021-03-26,Indiana Pacers,Dallas Mavericks,1.0
2021-03-26,Utah Jazz,Memphis Grizzlies,10.0
2021-03-26,Atlanta Hawks,Golden State Warriors,6.5
2021-03-26,Miami Heat,Charlotte Hornets,2.0
2021-03-26,Portland Trail Blazers,Orlando Magic,9.5
2021-03-26,Minnesota Timberwolves,Houston Rockets,4.0
2021-03-26,Los Angeles Lakers,Cleveland Cavaliers,3.5
2021-03-27,San Antonio Spurs,Chicago Bulls,1.5
2021-03-27,LA Clippers,Philadelphia 76ers,5.0
2021-03-27,Sacramento Kings,Cleveland Cavaliers,9.0
2021-03-27,Boston Celtics,Oklahoma City Thunder,6.0
2021-03-27,New Orleans Pelicans,Dallas Mavericks,1.0
2021-03-27,Washington Wizards,Detroit Pistons,5.5
2021-03-27,New York Knicks,Milwaukee Bucks,2.0
2021-03-27,Minnesota Timberwolves,Houston Rockets,3.5
2021-03-27,Utah Jazz,Memphis Grizzlies,9.0
2021-03-28,Denver Nuggets,Atlanta Hawks,4.5
2021-03-28,Los Angeles Lakers,Orlando Magic,7.0
2021-03-29,Boston Celtics,New Orleans Pelicans,3.0
2021-03-29,San Antonio Spurs,Sacramento Kings,2.5
2021-03-29,Brooklyn Nets,Minnesota Timberwolves,10.5
2021-03-29,Miami Heat,New York Knicks,3.5
2021-03-29,Memphis Grizzlies,Houston Rockets,8.0
2021-03-29,Dallas Mavericks,Oklahoma City Thunder,11.5
2021-03-29,Utah Jazz,Cleveland Cavaliers,16.0
2021-03-29,LA Clippers,Milwaukee Bucks,2.5
2021-03-29,Golden State Warriors,Chicago Bulls,1.5
2021-03-29,Toronto Raptors,Detroit Pistons,5.5
2021-03-30,Denver Nuggets,Philadelphia 76ers,5.0
2021-03-30,Phoenix Suns,Atlanta Hawks,5.5
2021-03-30,LA Clippers,Orlando Magic,11.5
2021-03-31,Utah Jazz,Memphis Grizzlies,6.0
2021-03-31,New York Knicks,Minnesota Timberwolves,3.5
2021-03-31,Toronto Raptors,Oklahoma City Thunder,7.5
2021-03-31,San Antonio Spurs,Sacramento Kings,2.5
2021-03-31,Milwaukee Bucks,Los Angeles Lakers,8.5
2021-03-31,Boston Celtics,Dallas Mavericks,1.0
2021-03-31,Brooklyn Nets,Houston Rockets,12.5
2021-03-31,Phoenix Suns,Chicago Bulls,7.5
2021-04-01,San Antonio Spurs,Atlanta Hawks,1.5
2021-04-01,New Orleans Pelicans,Orlando Magic,5.0
2021-04-01,Denver Nuggets,LA Clippers,2.5
2021-04-01,Miami Heat,Golden State Warriors,2.5
2021-04-01,Brooklyn Nets,Charlotte Hornets,2.5
2021-04-02,Memphis Grizzlies,Minnesota Timberwolves,6.5
2021-04-02,Phoenix Suns,Oklahoma City Thunder,13.5
2021-04-02,Milwaukee Bucks,Portland Trail Blazers,3.0
2021-04-02,Sacramento Kings,Los Angeles Lakers,4.5
2021-04-02,Indiana Pacers,Charlotte Hornets,6.0
2021-04-02,Boston Celtics,Houston Rockets,12.0
2021-04-02,Dallas Mavericks,New York Knicks,5.0
2021-04-02,Utah Jazz,Chicago Bulls,12.5
2021-04-02,Atlanta Hawks,New Orleans Pelicans,0.0
2021-04-03,Miami Heat,Cleveland Cavaliers,12.0
2021-04-03,Milwaukee Bucks,Sacramento Kings,3.0
2021-04-03,Philadelphia 76ers,Minnesota Timberwolves,13.5
2021-04-03,Utah Jazz,Orlando Magic,15.0
2021-04-03,New York Knicks,Detroit Pistons,2.0
2021-04-03,Portland Trail Blazers,Oklahoma City Thunder,12.0
2021-04-03,San Antonio Spurs,Indiana Pacers,7.0
2021-04-04,Atlanta Hawks,Golden State Warriors,1.5
2021-04-04,Denver Nuggets,Orlando Magic,16.5
2021-04-04,New Orleans Pelicans,Houston Rockets,2.5
2021-04-05,Phoenix Suns,Houston Rockets,14.0
2021-04-06,Philadelphia 76ers,Boston Celtics,1.0
2021-04-06,Miami Heat,Memphis Grizzlies,6.5
2021-04-06,LA Clippers,Portland Trail Blazers,6.0
2021-04-06,Atlanta Hawks,New Orleans Pelicans,3.5
2021-04-06,Los Angeles Lakers,Toronto Raptors,1.5
2021-04-06,Denver Nuggets,Detroit Pistons,12.5
2021-04-06,Milwaukee Bucks,Golden State Warriors,6.5
2021-04-07,Charlotte Hornets,Oklahoma City Thunder,5.5
2021-04-07,Utah Jazz,Phoenix Suns,2.0
2021-04-07,Atlanta Hawks,Memphis Grizzlies,1.5
2021-04-07,Brooklyn Nets,New Orleans Pelicans,8.0
2021-04-07,Boston Celtics,New York Knicks,3.0
2021-04-07,Dallas Mavericks,Houston Rockets,10.5
2021-04-07,Denver Nuggets,San Antonio Spurs,5.0
2021-04-08,Cleveland Cavaliers,Oklahoma City Thunder,4.0
2021-04-08,Miami Heat,Los Angeles Lakers,9.5
2021-04-08,LA Clippers,Phoenix Suns,6.0
2021-04-08,Sacramento Kings,Detroit Pistons,7.5
2021-04-08,Utah Jazz,Portland Trail Blazers,5.5
2021-04-08,Chicago Bulls,Toronto Raptors,4.5
2021-04-08,Dallas Mavericks,Milwaukee Bucks,2.0
2021-04-09,Boston Celtics,Minnesota Timberwolves,8.5
2021-04-09,Memphis Grizzlies,New York Knicks,1.5
2021-04-09,Golden State Warriors,Washington Wizards,5.0
2021-04-09,Atlanta Hawks,Chicago Bulls,2.5
2021-04-09,Philadelphia 76ers,New Orleans Pelicans,5.5
2021-04-09,Charlotte Hornets,Milwaukee Bucks,2.5
2021-04-09,Denver Nuggets,San Antonio Spurs,8.0
2021-04-09,LA Clippers,Houston Rockets,11.0
2021-04-10,Utah Jazz,Sacramento Kings,11.5
2021-04-10,Golden State Warriors,Houston Rockets,7.5
2021-04-10,Brooklyn Nets,Los Angeles Lakers,11.5
2021-04-10,Philadelphia 76ers,Oklahoma City Thunder,10.5
2021-04-10,Phoenix Suns,Washington Wizards,13.5
2021-04-10,Cleveland Cavaliers,Toronto Raptors,3.0
2021-04-10,Portland Trail Blazers,Detroit Pistons,11.5
2021-04-11,Chicago Bulls,Minnesota Timberwolves,4.0
2021-04-11,Dallas Mavericks,San Antonio Spurs,6.5
2021-04-11,Miami Heat,Portland Trail Blazers,0.0
2021-04-11,New York Knicks,Toronto Raptors,3.5
2021-04-11,Memphis Grizzlies,Indiana Pacers,3.5
2021-04-11,LA Clippers,Detroit Pistons,13.0
2021-04-12,New York Knicks,Los Angeles Lakers,1.0
2021-04-12,Brooklyn Nets,Minnesota Timberwolves,0.0
2021-04-12,San Antonio Spurs,Orlando Magic,7.0
2021-04-12,New Orleans Pelicans,Sacramento Kings,2.0
2021-04-12,Memphis Grizzlies,Chicago Bulls,2.5
2021-04-12,Phoenix Suns,Houston Rockets,12.0
2021-04-12,Philadelphia 76ers,Dallas Mavericks,3.5
2021-04-12,Denver Nuggets,Golden State Warriors,4.5
2021-04-12,Utah Jazz,Washington Wizards,10.5
2021-04-13,Portland Trail Blazers,Boston Celtics,1.0
2021-04-13,Phoenix Suns,Miami Heat,3.0
2021-04-13,Toronto Raptors,Atlanta Hawks,1.5
2021-04-13,LA Clippers,Indiana Pacers,3.0
2021-04-13,Utah Jazz,Oklahoma City Thunder,16.5
2021-04-13,Los Angeles Lakers,Charlotte Hornets,1.0
2021-04-14,Chicago Bulls,Orlando Magic,9.5
2021-04-14,New Orleans Pelicans,New York Knicks,2.5
2021-04-14,Dallas Mavericks,Memphis Grizzlies,3.0
2021-04-14,Indiana Pacers,Houston Rockets,3.5
2021-04-14,Denver Nuggets,Miami Heat,6.0
2021-04-14,San Antonio Spurs,Toronto Raptors,5.5
2021-04-14,LA Clippers,Detroit Pistons,2.0
2021-04-14,Golden State Warriors,Oklahoma City Thunder,12.0
2021-04-14,Washington Wizards,Sacramento Kings,2.0
2021-04-15,Boston Celtics,Los Angeles Lakers,6.0
2021-04-15,Golden State Warriors,Cleveland Cavaliers,5.5
2021-04-15,Milwaukee Bucks,Atlanta Hawks,4.5
2021-04-15,Phoenix Suns,Sacramento Kings,12.5
2021-04-16,Denver Nuggets,Houston Rockets,9.0
2021-04-16,San Antonio Spurs,Portland Trail Blazers,1.5
2021-04-16,Dallas Mavericks,New York Knicks,6.5
2021-04-16,Brooklyn Nets,Charlotte Hornets,12.0
2021-04-16,Toronto Raptors,Orlando Magic,3.0
2021-04-16,Miami Heat,Minnesota Timberwolves,6.5
2021-04-16,Memphis Grizzlies,Chicago Bulls,3.5
2021-04-17,Chicago Bulls,Cleveland Cavaliers,3.0
2021-04-17,Milwaukee Bucks,Memphis Grizzlies,8.5
2021-04-17,Phoenix Suns,San Antonio Spurs,12.0
2021-04-17,Washington Wizards,Detroit Pistons,4.5
2021-04-17,Boston Celtics,Golden State Warriors,3.0
2021-04-18,Dallas Mavericks,Sacramento Kings,8.5
2021-04-18,LA Clippers,Minnesota Timberwolves,9.5
2021-04-19,Milwaukee Bucks,Phoenix Suns,3.0
2021-04-19,San Antonio Spurs,Indiana Pacers,4.0
2021-04-19,Boston Celtics,Chicago Bulls,4.5
2021-04-19,Philadelphia 76ers,Golden State Warriors,4.5
2021-04-19,Miami Heat,Houston Rockets,5.0
2021-04-19,Denver Nuggets,Memphis Grizzlies,7.5
2021-04-19,Washington Wizards,Oklahoma City Thunder,12.5
2021-04-19,Utah Jazz,Los Angeles Lakers,6.5
2021-04-20,Atlanta Hawks,Orlando Magic,12.5
2021-04-20,New Orleans Pelicans,Brooklyn Nets,3.0
2021-04-20,New York Knicks,Charlotte Hornets,5.0
2021-04-20,LA Clippers,Portland Trail Blazers,4.5
2021-04-20,Sacramento Kings,Minnesota Timberwolves,3.0
2021-04-21,Sacramento Kings,Minnesota Timberwolves,4.0
2021-04-21,Utah Jazz,Houston Rockets,11.0
2021-04-21,Atlanta Hawks,New York Knicks,1.0
2021-04-21,Miami Heat,San Antonio Spurs,1.5
2021-04-21,Dallas Mavericks,Detroit Pistons,10.5
2021-04-21,Memphis Grizzlies,LA Clippers,3.0
2021-04-21,Denver Nuggets,Portland Trail Blazers,1.5
2021-04-22,Chicago Bulls,Charlotte Hornets,1.0
2021-04-22,San Antonio Spurs,Detroit Pistons,9.0
2021-04-22,Dallas Mavericks,Los Angeles Lakers,3.0
2021-04-23,Charlotte Hornets,Cleveland Cavaliers,1.0
2021-04-23,LA Clippers,Houston Rockets,9.5
2021-04-23,Washington Wizards,Oklahoma City Thunder,9.0
2021-04-23,Denver Nuggets,Golden State Warriors,2.5
2021-04-23,Portland Trail Blazers,Memphis Grizzlies,3.5
2021-04-23,Brooklyn Nets,Boston Celtics,3.5
2021-04-23,Miami Heat,Atlanta Hawks,7.0
2021-04-24,New Orleans Pelicans,San Antonio Spurs,3.0
2021-04-24,Miami Heat,Chicago Bulls,4.5
2021-04-24,Utah Jazz,Minnesota Timberwolves,12.5
2021-04-24,Denver Nuggets,Houston Rockets,14.0
2021-04-24,Dallas Mavericks,Los Angeles Lakers,1.0
2021-04-25,Golden State Warriors,Sacramento Kings,7.5
2021-04-25,Milwaukee Bucks,Atlanta Hawks,6.0
2021-04-25,Indiana Pacers,Orlando Magic,5.5
2021-04-26,Phoenix Suns,New York Knicks,2.5
2021-04-26,Miami Heat,Chicago Bulls,6.0
2021-04-26,Utah Jazz,Minnesota Timberwolves,10.0
2021-04-26,LA Clippers,New Orleans Pelicans,2.0
2021-04-26,Denver Nuggets,Memphis Grizzlies,4.0
2021-04-26,Toronto Raptors,Cleveland Cavaliers,11.5
2021-04-26,Dallas Mavericks,Sacramento Kings,6.5
2021-04-27,Minnesota Timberwolves,Houston Rockets,2.0
2021-04-27,Golden State Warriors,Dallas Mavericks,5.0
2021-04-27,Brooklyn Nets,Toronto Raptors,5.0
2021-04-28,Los Angeles Lakers,Washington Wizards,1.0
2021-04-28,New York Knicks,Chicago Bulls,4.0
2021-04-28,Miami Heat,San Antonio Spurs,4.5
2021-04-28,Denver Nuggets,New Orleans Pelicans,4.0
2021-04-28,Memphis Grizzlies,Portland Trail Blazers,1.5
2021-04-28,Boston Celtics,Charlotte Hornets,6.5
2021-04-28,Utah Jazz,Sacramento Kings,9.0
2021-04-28,Phoenix Suns,LA Clippers,4.0
2021-04-29,Golden State Warriors,Minnesota Timberwolves,4.0
2021-04-29,Milwaukee Bucks,Houston Rockets,14.0
2021-04-29,New Orleans Pelicans,Oklahoma City Thunder,9.5
2021-04-29,Denver Nuggets,Toronto Raptors,5.0
2021-04-30,Boston Celtics,San Antonio Spurs,4.5
2021-04-30,Washington Wizards,Cleveland Cavaliers,6.5
2021-04-30,Memphis Grizzlies,Orlando Magic,12.5
2021-04-30,Portland Trail Blazers,Brooklyn Nets,3.0
2021-04-30,Phoenix Suns,Utah Jazz,4.5
2021-04-30,Los Angeles Lakers,Sacramento Kings,11.5
2021-04-30,Milwaukee Bucks,Chicago Bulls,1.5
2021-05-01,New Orleans Pelicans,Minnesota Timberwolves,4.0
2021-05-01,Golden State Warriors,Houston Rockets,8.5
2021-05-01,Miami Heat,Cleveland Cavaliers,11.5
2021-05-01,Dallas Mavericks,Washington Wizards,4.5
2021-05-01,LA Clippers,Denver Nuggets,6.0
2021-05-01,Utah Jazz,Toronto Raptors,6.5
2021-05-01,Memphis Grizzlies,Orlando Magic,11.5
2021-05-01,Indiana Pacers,Oklahoma City Thunder,8.0
2021-05-01,Atlanta Hawks,Chicago Bulls,8.0
2021-05-02,New York Knicks,Houston Rockets,10.0
2021-05-02,Philadelphia 76ers,San Antonio Spurs,10.0
2021-05-02,Phoenix Suns,Oklahoma City Thunder,15.0
2021-05-02,Portland Trail Blazers,Boston Celtics,1.0
2021-05-02,Dallas Mavericks,Sacramento Kings,6.5
2021-05-02,Miami Heat,Charlotte Hornets,5.5
2021-05-02,Los Angeles Lakers,Toronto Raptors,8.0
2021-05-03,New Orleans Pelicans,Golden State Warriors,2.0
2021-05-03,Atlanta Hawks,Portland Trail Blazers,2.0
2021-05-03,Memphis Grizzlies,New York Knicks,4.0
2021-05-03,Utah Jazz,San Antonio Spurs,7.5
2021-05-03,Philadelphia 76ers,Chicago Bulls,7.0
2021-05-03,Denver Nuggets,Los Angeles Lakers,4.5
2021-05-04,Milwaukee Bucks,Brooklyn Nets,1.5
2021-05-04,Sacramento Kings,Oklahoma City Thunder,5.5
2021-05-04,Miami Heat,Dallas Mavericks,1.0
2021-05-04,LA Clippers,Toronto Raptors,10.0
2021-05-04,New Orleans Pelicans,Golden State Warriors,2.0
2021-05-05,Memphis Grizzlies,Minnesota Timberwolves,3.5
2021-05-05,Denver Nuggets,New York Knicks,3.5
2021-05-05,Phoenix Suns,Atlanta Hawks,1.0
2021-05-05,Portland Trail Blazers,Cleveland Cavaliers,12.0
2021-05-05,Philadelphia 76ers,Houston Rockets,14.5
2021-05-05,Indiana Pacers,Sacramento Kings,6.0
2021-05-05,Utah Jazz,San Antonio Spurs,7.0
2021-05-05,Milwaukee Bucks,Washington Wizards,3.5
2021-05-06,Washington Wizards,Toronto Raptors,2.0
2021-05-06,Brooklyn Nets,Dallas Mavericks,2.5
2021-05-06,Atlanta Hawks,Indiana Pacers,6.0
2021-05-06,Memphis Grizzlies,Detroit Pistons,9.0
2021-05-06,LA Clippers,Los Angeles Lakers,8.5
2021-05-06,Golden State Warriors,Oklahoma City Thunder,15.0
2021-05-07,Phoenix Suns,New York Knicks,6.5
2021-05-07,Charlotte Hornets,Orlando Magic,7.5
